OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,ENERGYSTARScore_is_missing,flag_anomalie,type_anomalie,critere_detection,action,justification,IsZeroFloorReported,IsAggregatedCampus,_ratio_usage,_energy_gap_pct
20217,2016,SPS-District K-12,K-12 School,Sand Point Elementary,6208 60TH AVE NE,Seattle,WA,98115.0,1125049134,4,NORTHEAST,47.67365,-122.26293,1958,1.0,1.0,38624,0,38624,K-12 School,K-12 School,41408.0,,,,,,83.0,34.40000153,37.79999924,76.40000153,81.19999695,1424157.25,1564929.125,0.0,234116.2031,798804.0,6253.524414,625352.0,True,,Error - Correct Default Data,,38.78,1.0,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.072079536039768,0.0
20323,2016,NonResidential,Residence Hall,Chancery Place Apartments,910 Marion Street,Seattle,WA,98104.0,1510600000,3,EAST,47.60817,-122.32654,1982,0.0,15.0,115775,31535,84240,"Office, Residence Hall/Dormitory",Residence Hall/Dormitory,150000.0,Office,25000.0,,,,94.0,16.5,17.39999962,51.70000076,54.59999847,2882489.75,3042217.25,0.0,844809.3125,2882489.0,0.0,0.0,False,,Compliant,,20.09,0.17,False,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.295616497516735,0.0
20325,2016,Campus,K-12 School,University Prep Academy,8000 25th Ave NE,Seattle,WA,98115.0,1513800010,4,NORTHEAST,47.687,-122.30013,1989,5.0,3.0,21500,0,21500,K-12 School,K-12 School,96154.0,,,,,,44.0,69.59999847,73.90000153,144.8999939,149.5,6689184.0,7109712.5,0.0,969429.1875,3307692.0,33814.91016,3381491.0,False,,Compliant,,202.65,9.43,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,True,4.472279069767442,0.0
20376,2016,SPS-District K-12,K-12 School,Kimball Elementary,3200 23rd Ave. S.,Seattle,WA,98144.0,1624049006,2,GREATER DUWAMISH,47.57405,-122.30301,1971,1.0,1.0,55206,0,55206,K-12 School,K-12 School,55206.0,,,,,,75.0,42.5,47.90000153,96.09999847,104.0999985,2345752.5,2644410.5,0.0,398548.1875,1359846.0,9859.058594,985906.0,True,,Error - Correct Default Data,,61.84,1.12,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
20415,2016,NonResidential,K-12 School,Holy Rosary School,4142 42nd Ave. SW,Seattle,WA,98116.0,0952002500,1,SOUTHWEST,47.56542,-122.38502,1922,1.0,2.0,33462,0,33462,K-12 School,K-12 School,57896.0,,,,,,76.0,68.90000153,81.5,93.09999847,107.0999985,3987215.5,4719841.5,0.0,168505.2031,574940.0,34122.75781,3412276.0,False,,Compliant,,185.23,5.54,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.730201422509115,0.0
20439,2016,NonResidential,Other,West Seattle Family YMCA,4515 36th Ave SW,Seattle,WA,98126.0,0952007845,1,SOUTHWEST,47.56245,-122.37805,1984,1.0,1.0,33334,0,33334,"Fitness Center/Health Club/Gym, Swimming Pool",Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,,,,,122.4000015,128.1000061,232.3000031,238.3999939,6118300.5,6405464.5,0.0,728225.8125,2484706.0,36335.9375,3633594.0,False,,Compliant,,210.3,6.31,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.499970000599988,0.0
20440,2016,NonResidential,Small- and Mid-Sized Office,SK Food Group,4600 37th Ave S.W.,Seattle,WA,98126.0,0952007920,1,SOUTHWEST,47.56175,-122.37835,1981,1.0,3.0,43387,0,43387,Office,Office,45000.0,,,,,,60.0,59.70000076,59.90000153,172.0,172.0,2686765.0,2695090.5,0.0,689505.8125,2352594.0,3341.709961,334171.0,False,,Compliant,,34.15,0.79,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0371770345956162,0.0
20500,2016,NonResidential,Warehouse,Central Park,5614 7th Ave S,Seattle,WA,98108.0,1486300005,2,GREATER DUWAMISH,47.552,-122.32262,1985,1.0,1.0,37500,0,37500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,61419.0,,,,,,36.0,29.5,31.10000038,92.19999695,97.19999695,1811506.375,1908057.875,0.0,527520.0,1799898.0,116.0800018,11608.0,False,,Compliant,,13.16,0.35,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.63784,0.0
20515,2016,SPS-District K-12,K-12 School,Beacon Hill International Elementary,2025 14th Ave. S.,Seattle,WA,98144.0,1498300850,2,GREATER DUWAMISH,47.58547,-122.3151,1971,1.0,1.0,51704,0,51704,K-12 School,K-12 School,51704.0,,,,,,62.0,34.79999924,38.0,83.69999695,87.09999847,1799402.75,1965120.125,0.0,342275.9063,1167845.0,6315.571777,631557.0,True,,Error - Correct Default Data,,41.68,0.81,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
20532,2016,Nonresidential COS,Other,Amy Yee Tennis Center,2000 M L King Jr Way S,Seattle,WA,98134.0,1498303565,3,SOUTHEAST,47.58476,-122.29765,1977,0.0,1.0,36070,0,36070,Other - Recreation,Other - Recreation,66597.0,,,,,,,21.60000038,23.20000076,68.0,72.69999695,1441665.375,1542945.125,0.0,422527.9063,1441665.0,0.0,0.0,False,,Compliant,,10.05,0.28,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.846326587191572,0.0
20556,2016,NonResidential,Warehouse,3300,3300 6th Avenue South,Seattle,WA,98134.0,1327300012,2,GREATER DUWAMISH,47.5741,-122.32541,1955,1.0,2.0,32400,0,32400,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32700.0,,,,,,91.0,7.599999905,7.599999905,23.89999962,23.89999962,248616.0,248616.0,0.0,72865.20313,248616.0,0.0,0.0,False,,Compliant,,1.73,0.05,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0092592592592593,0.0
20565,2016,NonResidential,Supermarket / Grocery Store,Safeway 0368 - Queen Anne,2100 Queen Anne Ave N,Seattle,WA,98109.0,1794500895,7,MAGNOLIA / QUEEN ANNE,47.63776,-122.35606,1962,1.0,1.0,25159,0,25159,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25883.0,Parking,0.0,,,,38.0,344.1000061,350.5,755.2000122,762.0,8905287.0,9072714.0,0.0,1429919.75,4878886.0,40264.00391,4026400.0,False,,Compliant,,247.85,9.85,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0287769784172662,0.0
20604,2016,NonResidential,Distribution Center,MCNIVEN,20-24 S. Idaho Street,Seattle,WA,98134.0,1824049012,2,GREATER DUWAMISH,47.56489,-122.3409,1955,1.0,1.0,26680,0,26680,Distribution Center,Distribution Center,33987.0,,,,,,92.0,7.199999809,7.199999809,22.5,22.5,243518.2031,243518.2031,0.0,71371.10156,243518.0,0.0,0.0,False,,Compliant,,1.7,0.06,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2738755622188906,0.0
20617,2016,NonResidential,Retail Store,Seattle Habitat Store,21 S Nevada St,Seattle,WA,98134.0,1824049074,2,GREATER DUWAMISH,47.56535,-122.34054,1953,1.0,1.0,39900,0,39900,"Non-Refrigerated Warehouse, Retail Store",Retail Store,25000.0,Non-Refrigerated Warehouse,15000.0,,,,100.0,3.599999905,3.599999905,6.400000095,6.400000095,145468.7969,145468.7969,0.0,14362.5,49005.0,964.6400146,96464.0,True,,Error - Correct Default Data,Low outlier,5.46,0.14,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.6265664160401002,0.0
20645,2016,SPS-District K-12,K-12 School,Stevens Elementary,1242 18th Ave. E.,Seattle,WA,98112.0,1337801270,3,EAST,47.6315,-122.30761,2001,1.0,3.0,62078,0,62078,K-12 School,K-12 School,62078.0,,,,,,97.0,31.5,35.20000076,71.80000305,77.5,1955013.5,2187712.5,0.0,337560.1875,1151755.0,8032.580078,803258.0,True,,Error - Correct Default Data,,50.69,0.82,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
20686,2016,NonResidential,Self-Storage Facility,Lake City Mini Storage,3136 NE 130th St,Seattle,WA,98125.0,1453600301,5,NORTH,47.72356,-122.29378,1988,2.0,2.0,50368,0,50368,Self-Storage Facility,Self-Storage Facility,50369.0,,,,,,,15.0,17.79999924,26.0,29.20000076,753275.1875,897822.875,0.0,72594.39844,247692.0,5055.82959,505583.0,False,,Compliant,,28.58,0.57,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0000198538754765,0.0
20735,2016,NonResidential,K-12 School,St. Anne School,101 W. Lee St.,Seattle,WA,98112.0,1731800825,7,MAGNOLIA / QUEEN ANNE,47.63111,-122.35814,1922,1.0,3.0,32691,0,32691,K-12 School,K-12 School,33550.0,,,,,,99.0,29.0,32.70000076,59.90000153,65.19999695,971990.3125,1095913.75,0.0,138476.2969,472481.0,4995.090332,499509.0,False,,Compliant,,29.82,0.91,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0262763451714538,0.0
20743,2016,NonResidential,Worship Facility,St. Anne Church & Rectory,1411 1st Ave.,Seattle,WA,98119.0,1731801135,7,MAGNOLIA / QUEEN ANNE,47.63159,-122.35839,1963,1.0,2.0,24227,0,24227,Worship Facility,Worship Facility,26210.0,,,,,,55.0,41.5,47.29999924,61.0,67.09999847,1086678.125,1238854.625,0.0,64300.39844,219393.0,8672.850586,867285.0,False,,Compliant,,47.59,1.96,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0818508275890535,0.0
20811,2016,SPS-District K-12,K-12 School,TOPS K-8,2500 Franklin Ave. E.,Seattle,WA,98102.0,1959700005,4,LAKE UNION,47.64252,-122.32418,1999,1.0,3.0,95501,0,95501,K-12 School,K-12 School,95501.0,,,,,,88.0,31.5,34.0,79.09999847,81.59999847,3009967.0,3244148.0,0.0,615660.125,2100632.0,9093.345703,909335.0,True,,Error - Correct Default Data,,62.94,0.66,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
20885,2016,NonResidential,Senior Care Community,Ballard Center,820 NW 95th Street,Seattle,WA,98117.0,1865400030,6,BALLARD,47.69875,-122.36725,1966,1.0,2.0,34636,31000,3636,"Parking, Senior Care Community",Senior Care Community,36000.0,Parking,0.0,,,,3.0,337.5,355.7000122,561.0999756,587.9000244,12148720.0,12805711.0,0.0,1043779.313,3561375.0,85873.4375,8587344.0,False,,Compliant,,480.9,13.88,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0393809908765446,0.0
20916,2016,NonResidential,Small- and Mid-Sized Office,St. John Egan Hall,123 N. 79th St.,Seattle,WA,98103.0,1646500985,6,NORTHWEST,47.68602,-122.35674,1960,1.0,1.0,20678,0,20678,Office,Office,23100.0,,,,,,98.0,33.29999924,37.90000153,51.29999924,56.59999847,770333.0,875049.6875,0.0,52613.39844,179517.0,5908.160156,590816.0,False,,Compliant,,32.63,1.58,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1171293161814488,0.0
20917,2016,NonResidential,K-12 School,St. John School,120 N. 79th St.,Seattle,WA,98103.0,1646501150,6,NORTHWEST,47.68642,-122.35707,1922,1.0,3.0,28820,0,28820,K-12 School,K-12 School,33780.0,,,,,,43.0,76.80000305,87.59999847,122.8000031,135.6999969,2595783.5,2959193.75,0.0,199518.5938,680757.0,19150.25977,1915026.0,False,,Compliant,,106.45,3.69,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1721027064538514,0.0
20928,2016,NonResidential,Worship Facility,St. Paul Church & School,10001 57th Ave. S,Seattle,WA,98178.0,1686400005,2,SOUTHEAST,47.51042,-122.26277,1954,1.0,2.0,27876,0,27876,Worship Facility,Worship Facility,44816.0,,,,,,69.0,40.79999924,46.79999924,71.40000153,78.5,1829981.375,2095655.25,0.0,179244.2031,611581.0,12184.0,1218400.0,False,,Compliant,,68.97,2.47,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.607691203902999,0.0
20967,2016,SPS-District K-12,K-12 School,Columbia Building,3528 Ferdinand St.,Seattle,WA,98118.0,1703400755,2,SOUTHEAST,47.55818,-122.28712,1925,1.0,1.0,33105,0,33105,K-12 School,K-12 School,33105.0,,,,,,79.0,52.09999847,58.09999847,84.59999847,91.5,1725336.25,1924436.0,0.0,138864.7969,473807.0,12515.2959,1251530.0,True,,Error - Correct Default Data,,69.77,2.11,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.0,0.0
20989,2016,NonResidential,Warehouse,Building N,661 South Orcas Street,Seattle,WA,98108.0,1722801081,2,GREATER DUWAMISH,47.55127,-122.32576,1969,1.0,1.0,20500,0,20500,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21386.0,,,,,,65.0,10.39999962,10.39999962,32.70000076,32.70000076,222600.0938,222600.0938,0.0,65240.30078,222600.0,0.0,0.0,False,,Compliant,,1.55,0.08,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.043219512195122,0.0
21102,2016,NonResidential,Retail Store,"SWIFTY PRINTING & DIGITAL IMAGING, INC.",2001 3RD AVENUE,Seattle,WA,98121.0,1977201135,7,DOWNTOWN,47.61236,-122.34144,1919,1.0,2.0,25920,0,25920,Retail Store,Retail Store,38880.0,,,,,,93.0,26.0,26.89999962,74.0,74.90000153,1011667.5,1046976.813,0.0,254234.5938,867448.0,1442.189819,144219.0,False,,Compliant,,13.71,0.53,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.5,0.0
21145,2016,NonResidential,Small- and Mid-Sized Office,Fremont West Building,123 NW 36th St,Seattle,WA,98107.0,1972204350,6,LAKE UNION,47.65297,-122.35839,1986,1.0,2.0,35600,0,35600,"Office, Parking",Office,36839.0,Parking,0.0,,,,47.0,59.0,59.59999847,181.3000031,181.8999939,2173143.75,2195095.5,0.0,616677.375,2104103.0,690.4000244,69040.0,False,,Compliant,,18.34,0.52,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.034803370786517,0.0
21192,2016,NonResidential,Distribution Center,Alaska Marine Lines,5615 W Marginal Way SW,Seattle,WA,98106.0,1924049081,1,DELRIDGE,47.55105,-122.34695,1971,2.0,2.0,28368,0,28368,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,,,,,41.5,43.20000076,113.0999985,114.8000031,1856230.625,1931830.75,0.0,435559.9063,1486130.0,3700.999512,370100.0,False,,Compliant,,30.02,1.06,True,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.2443598420755781,0.0
21208,2016,NonResidential,Other,Stone Avenue Building,13100 Stone Avenue North,Seattle,WA,98133.0,1926049122,5,NORTHWEST,47.72471,-122.3412,1964,1.0,2.0,92080,0,92080,Other,Other,92129.0,,,,,,,56.0,58.29999924,130.8999939,133.3000031,5155090.5,5368434.5,0.0,931812.6875,3179345.0,19757.45117,1975745.0,False,,Compliant,,127.1,1.38,True,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0005321459600347,0.0
21239,2016,NonResidential,Worship Facility,Seattle North,5701 8th Ave N,Seattle,WA,98105.0,1928300405,4,NORTHEAST,47.6702,-122.32066,1949,1.0,1.0,26033,0,26033,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,,78.0,38.20000076,44.70000076,63.79999924,72.30000305,1149140.25,1343672.875,0.0,99743.0,340323.0,8088.169922,808817.0,False,,Compliant,,45.33,1.74,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.1540736757192793,0.0
21243,2016,NonResidential,K-12 School,"Seattle Country Day School Bldgs 1,2 & 4",2619 4th Ave North,Seattle,WA,98109.0,1929300110,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,2007,1.0,4.0,48660,0,48660,K-12 School,K-12 School,49468.0,,,,,,82.0,38.0,42.79999924,74.69999695,80.40000153,1881516.125,2115259.0,0.0,241063.5938,822509.0,10590.07031,1059007.0,False,,Compliant,,61.98,1.27,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0166050143855323,0.0
21315,2016,NonResidential,Small- and Mid-Sized Office,1518 Fifith Ave,1520 Fifth Ave,Seattle,WA,98101.0,1975700135,7,DOWNTOWN,47.61119,-122.33581,1903,1.0,3.0,57720,0,57720,Office,Office,25000.0,,,,,,,1.0,1.0,3.0,3.0,24105.5,24105.5,0.0,7064.899902,24105.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.17,0.0,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.4331254331254331,0.0
21328,2016,NonResidential,Other,Seattle First Hill,1334 Terry Avenue,Seattle,WA,98101.0,1978200320,7,EAST,47.61186,-122.32857,1964,1.0,4.0,49243,0,49243,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,,,,,162.1000061,162.3999939,472.5,472.7999878,8476183.0,8491346.0,0.0,2215881.5,7560588.0,9155.942383,915594.0,False,,Compliant,,101.34,2.06,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0617549702495785,0.0
21365,2016,NonResidential,Medical Office,Northwest Kidney Center (21365),700 Broadway,Seattle,WA,98114.0,1978201435,3,EAST,47.60865416,-122.3205904,1963,0.0,3.0,39115,0,39115,Medical Office,Medical Office,50000.0,,,,,,42.0,74.69999695,76.80000305,203.8000031,205.8999939,3735308.5,3838425.0,0.0,878757.3125,2998320.0,7369.880859,736988.0,False,,Compliant,,60.04,1.53,False,False,Ratio Usage/Total intermédiaire (multi-usages),1.05 < Ratio ≤ 1.30 + NumberofBuildings > 1,✅ Conservation sélective,Dépassement structurel accepté pour bâtiments complexes,False,False,1.278281989006775,0.0
21367,2016,NonResidential,Worship Facility,First Presbyterian Church of Seattle,1013 8th Ave,Seattle,WA,98104.0,1979200090,7,EAST,47.60821,-122.3296,1962,1.0,3.0,37796,0,37796,"Parking, Worship Facility",Worship Facility,53000.0,Parking,17600.0,,,,55.0,46.5,52.29999924,87.69999695,96.0,2465983.5,2769792.0,1379517.75,259038.0,883838.0,2026.280029,202628.0,False,,Compliant,,123.41,3.27,False,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.4022647899248597,0.0
21418,2016,Nonresidential COS,Other,Northwest Rooms,394 1st Ave. N.,Seattle,WA,98109.0,1985200003,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1961,1.0,1.0,26000,0,26000,Other,Other,49847.0,,,,,,,105.9000015,114.6999969,250.8999939,261.6000061,5277482.5,5719698.0,2097789.75,931914.625,3179693.0,0.0,0.0,False,,Compliant,,184.09,7.08,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.9171923076923076,0.0
21435,2016,NonResidential,Other,space needle,400 broard street,Seattle,WA,98109.0,1985200495,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,1961,1.0,2.0,33971,0,33971,Other - Recreation,Other - Recreation,50000.0,,,,,,,353.7000122,363.2999878,747.7000122,757.9000244,17686444.0,18163924.0,0.0,2638550.75,9002735.0,86837.08594,8683709.0,False,,Compliant,,523.95,15.42,True,True,Ratio Usage/Total critique (> 1.30),LargestPropertyUseTypeGFA/PropertyGFATotal > 1.30,❌ Suppression,Erreur physique manifeste,False,False,1.4718436313326073,0.0
21436,2016,Nonresidential COS,Other,Seattle Children's Theatre,201 Thomas St.,Seattle,WA,98109.0,1985200550,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1992,1.0,2.0,40600,0,40600,Other,Other,33000.0,,,,,,,56.40000153,56.0,174.6000061,174.3999939,2485521.0,2470816.0,137900.0,442413.1875,1509514.0,3745.369629,374537.0,False,,Compliant,,41.06,1.01,True,True,Incohérence énergétique,Écart sources/total > 10%,❌ Suppression,CO₂ mathématiquement corrompu (déconnexion sources/total),False,False,0.812807881773399,18.65
21474,2016,NonResidential,Other,The Lusty Lady,1315 1st Ave,Seattle,WA,98101.0,1976200060,7,DOWNTOWN,47.60711,-122.33886,1900,1.0,3.0,49760,0,49760,Other,Other,24019.0,,,,,,,1.799999952,1.799999952,5.800000191,5.800000191,44293.5,44293.5,0.0,12981.7002,44294.0,0.0,0.0,False,,Non-Compliant,Low outlier,0.31,0.01,True,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,0.4826969453376206,0.0
21505,2016,NonResidential,Small- and Mid-Sized Office,U0010 - Union Stables,2200 Western Avenue,Seattle,WA,98121.0,1977200605,7,DOWNTOWN,47.6123,-122.34611,1909,1.0,5.0,66900,0,66900,Office,Office,68048.0,,,,,,100.0,24.0,24.0,73.59999847,73.59999847,1634178.25,1634178.25,0.0,461583.0,1574921.0,592.5700073,59257.0,False,,Compliant,,14.13,0.21,False,False,Ratio Usage/Total toléré (≤ 1.05),1.00 < Ratio ≤ 1.05,✅ Conservation,Incertitude de mesure acceptable (< 5%),False,False,1.0171599402092675,0.0
21520,2016,NonResidential,Small- and Mid-Sized Office,1910 Fairview - new,1910 Fairview,Seattle,WA,98104.0,2025049040,4,LAKE UNION,47.63616,-122.32718,1964,1.0,5.0,54465,9605,44860,"Office, Parking",Office,57972.0,Parking,0.0,,,,68.0,62.09999847,63.09999847,182.3999939,183.5,3600571.25,3658985.5,0.0,952872.1875,3251200.0,3493.709961,349371.0,False,,Compliant,,41.22,0.76,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0643899752134398,0.0
21534,2016,NonResidential,Small- and Mid-Sized Office,Little Wing,120 6th Ave N,Seattle,WA,98109.0,1991200705,7,LAKE UNION,47.61952,-122.34462,2013,1.0,3.0,51552,0,51552,"Data Center, Office",Office,54150.0,Data Center,650.0,,,,,28.10000038,28.10000038,88.19999695,88.19999695,1539066.375,1539066.375,0.0,451074.5,1539066.0,0.0,0.0,False,,Compliant,,10.73,0.21,True,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.0503957169459963,0.0
21557,2016,NonResidential,K-12 School,Lakeside Middle School,13510 1st Ave NE,Seattle,WA,98125.0,2026049022,5,NORTHWEST,47.72726,-122.32835,1999,1.0,2.0,49252,0,49252,K-12 School,K-12 School,61099.0,,,,,,23.0,57.09999847,63.40000153,119.4000015,127.1999969,3485865.5,3870672.5,0.0,509598.3125,1738749.0,17471.16016,1747116.0,False,,Compliant,,104.91,2.13,False,True,Ratio Usage/Total critique (monostructurel),1.05 < Ratio ≤ 1.30 + monostructurel,❌ Suppression,Incohérence structurelle (risque sous-estimation 20%+ sur EUI),False,False,1.2405384552911556,0.0
21570,2016,SPS-District K-12,K-12 School,Hazel Wolf K-8 at Pinehurst,11530 12th Ave. N.E.,Seattle,WA,98125.0,2044500390,5,North,47.71343,-122.31466,1950,1.0,1.0,34005,0,34005,K-12 School,K-12 School,50337.0,,,,,,94.0,19.70000076,19.70000076,59.0,59.0,991918.0,991918.0,0.0,270174.4063,921835.0,700.8300171,70083.0,True,,Error - Correct Default Data,,10.15,0.3,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.4802823114247905,0.0
21578,2016,SPS-District K-12,K-12 School,Genesee Hill Elementary,5012 S.W. Genesee St.,Seattle,WA,98116.0,2095200005,1,SOUTHWEST,47.56549,-122.39689,1949,1.0,1.0,41221,0,41221,K-12 School,K-12 School,60814.0,,,,,,83.0,36.90000153,36.90000153,93.09999847,93.09999847,2246747.5,2246747.5,0.0,462843.3125,1579221.0,6675.260254,667526.0,True,,Error - Correct Default Data,,46.46,1.13,False,True,Statut Error/Missing,ComplianceStatus invalide,❌ Suppression,Données explicitement invalidées,False,False,1.4753159797190751,0.0
